prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io8_l1p2n1_l3p8n1,10.0,7.95,1.25,32,80,56008,28835,1286,84,38,84,10x32,2x32
io8_l1p2n1_l3p8n1_d1d2,10.0,7.686,1.25,144,640,129413,96291,1287,20,263,20,10x32,2x32
io8_l1p4n1_l3n1n1,10.0,8.759,1.25,32,112,21687,16032,522,44,56,44,10x32,2x32
io8_l1p4n1_l3n1n1_d1d2,10.0,8.842,1.25,144,126,25993,22789,523,20,59,20,10x32,2x32
io8_l1p4n1_l3n1n2,10.0,8.48,1.25,32,112,21842,16100,524,45,56,45,10x32,2x32
io8_l1p4n1_l3n1n2_d1d2,10.0,7.931,1.25,144,126,26312,23574,525,21,59,21,10x32,2x32
io8_l1p4n1_l3n1n4,10.0,9.365,1.25,32,112,21881,16361,528,51,56,51,10x32,2x32
io8_l1p4n1_l3n1n4_d1d2,10.0,9.346,1.25,144,126,26187,24306,529,27,59,27,10x32,2x32
io8_l1p4n1_l3n1n8,10.0,9.631,1.25,32,112,21659,16167,536,44,56,44,10x32,2x32
io8_l1p4n1_l3n1n8_d1d2,10.0,9.421,1.25,144,126,26218,23246,537,20,59,20,10x32,2x32
io8_l1p4n1_l3n1p1,10.0,8.759,1.25,32,112,21716,16147,523,44,57,44,10x32,2x32
io8_l1p4n1_l3n1p1_d1d2,10.0,8.842,1.25,144,126,26025,22904,524,20,60,20,10x32,2x32
io8_l1p4n1_l3n1p2,10.0,8.759,1.25,32,112,21848,16184,525,45,57,45,10x32,2x32
io8_l1p4n1_l3n1p2_d1d2,10.0,8.759,1.25,144,126,26125,23677,526,21,60,21,10x32,2x32
io8_l1p4n1_l3n1p4,10.0,9.365,1.25,32,112,21916,16443,529,51,57,51,10x32,2x32
io8_l1p4n1_l3n1p4_d1d2,10.0,9.346,1.25,144,126,26225,24388,530,27,60,27,10x32,2x32
io8_l1p4n1_l3n1p8,10.0,9.429,1.25,32,112,21927,16245,537,44,57,44,10x32,2x32
io8_l1p4n1_l3n1p8_d1d2,10.0,9.421,1.25,144,126,26495,23368,538,20,60,20,10x32,2x32
io8_l1p4n1_l3p1n1,10.0,9.528,1.25,32,112,23905,18333,646,50,54,50,10x32,2x32
io8_l1p4n1_l3p1n1_d1d2,10.0,9.52,1.25,144,126,29242,27248,647,26,57,26,10x32,2x32
io8_l1p4n1_l3p2n1,10.0,8.625,1.25,32,112,24932,19762,774,59,54,59,10x32,2x32
io8_l1p4n1_l3p2n1_d1d2,10.0,8.654,1.25,144,126,34541,30252,775,27,57,27,10x32,2x32
io8_l1p4n1_l3p4n1,10.0,9.26,1.25,32,112,24839,20327,1030,81,54,81,10x32,2x32
io8_l1p4n1_l3p4n1_d1d2,10.0,9.252,1.25,144,126,32731,30023,1031,33,57,33,10x32,2x32
io8_l1p4n1_l3p8n1,10.0,8.375,1.25,32,112,60169,33931,1542,106,54,106,10x32,2x32
io8_l1p4n1_l3p8n1_d1d2,10.0,8.236,1.25,144,640,132620,96644,1543,26,263,26,10x32,2x32
io8_l1p8n1_l3n1n1,10.0,8.797,1.25,32,112,24407,18341,1034,69,56,69,10x32,2x32
io8_l1p8n1_l3n1n1_d1d2,10.0,9.383,1.25,144,126,37333,22658,1035,13,59,13,10x32,2x32
io8_l1p8n1_l3n1n2,10.0,8.518,1.25,32,112,24562,18423,1036,70,56,70,10x32,2x32
io8_l1p8n1_l3n1n2_d1d2,10.0,8.555,1.25,144,126,37652,23458,1037,14,59,14,10x32,2x32
io8_l1p8n1_l3n1n4,10.0,9.421,1.25,32,112,24601,18663,1040,76,56,76,10x32,2x32
io8_l1p8n1_l3n1n4_d1d2,10.0,9.44,1.25,144,126,37527,24170,1041,20,59,20,10x32,2x32
io8_l1p8n1_l3n1n8,10.0,9.668,1.25,32,112,24380,18455,1048,69,56,69,10x32,2x32
io8_l1p8n1_l3n1n8_d1d2,10.0,9.631,1.25,144,126,37559,23097,1049,13,59,13,10x32,2x32
io8_l1p8n1_l3n1p1,10.0,8.797,1.25,32,112,24436,18456,1035,69,57,69,10x32,2x32
io8_l1p8n1_l3n1p1_d1d2,10.0,9.383,1.25,144,126,37365,22773,1036,13,60,13,10x32,2x32
io8_l1p8n1_l3n1p2,10.0,9.383,1.25,32,112,24568,18495,1037,70,57,70,10x32,2x32
io8_l1p8n1_l3n1p2_d1d2,10.0,9.402,1.25,144,126,37465,23546,1038,14,60,14,10x32,2x32
io8_l1p8n1_l3n1p4,10.0,9.421,1.25,32,112,24636,18767,1041,76,57,76,10x32,2x32
io8_l1p8n1_l3n1p4_d1d2,10.0,9.44,1.25,144,126,37565,24275,1042,20,60,20,10x32,2x32
io8_l1p8n1_l3n1p8,10.0,8.815,1.25,32,112,24647,18571,1049,69,57,69,10x32,2x32
io8_l1p8n1_l3n1p8_d1d2,10.0,9.383,1.25,144,126,37835,23226,1050,13,60,13,10x32,2x32
io8_l1p8n1_l3p1n1,10.0,8.882,1.25,32,112,26625,20495,1158,75,54,75,10x32,2x32
io8_l1p8n1_l3p1n1_d1d2,10.0,9.461,1.25,144,126,40582,27180,1159,19,57,19,10x32,2x32
io8_l1p8n1_l3p2n1,10.0,8.64,1.25,32,112,27652,21924,1286,84,54,84,10x32,2x32
io8_l1p8n1_l3p2n1_d1d2,10.0,8.711,1.25,144,126,45881,31038,1287,20,57,20,10x32,2x32
io8_l1p8n1_l3p4n1,10.0,8.943,1.25,32,112,27559,22706,1542,106,54,106,10x32,2x32
io8_l1p8n1_l3p4n1_d1d2,10.0,9.216,1.25,144,126,44071,29771,1543,26,57,26,10x32,2x32
io8_l1p8n1_l3p8n1,10.0,8.356,1.25,32,112,60329,36478,2054,131,54,131,10x32,2x32
io8_l1p8n1_l3p8n1_d1d2,10.0,8.563,1.25,144,640,135768,97207,2055,19,263,19,10x32,2x32
