prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io8_l1p2n1_l3p8n1,10.0,8.64,1.25,32,112,26916,21719,1286,84,54,84,9x32,1x32
io8_l1p2n1_l3p8n1_d1d2,10.0,8.711,1.25,144,126,45145,31431,1287,20,57,20,9x32,1x32
io8_l1p4n1_l3n1n1,10.0,9.224,1.25,8,26,7347,7666,522,44,17,44,9x32,1x32
io8_l1p4n1_l3n1n1_d1d2,10.0,9.224,1.25,80,50,12701,12818,523,20,26,20,9x32,1x32
io8_l1p4n1_l3n1n2,10.0,9.158,1.25,8,26,7513,7681,524,45,17,45,9x32,1x32
io8_l1p4n1_l3n1n2_d1d2,10.0,9.158,1.25,80,50,13184,13570,525,21,26,21,9x32,1x32
io8_l1p4n1_l3n1n4,10.0,9.195,1.25,8,26,7511,7891,528,51,17,51,9x32,1x32
io8_l1p4n1_l3n1n4_d1d2,10.0,9.195,1.25,80,50,13018,14242,529,27,26,27,9x32,1x32
io8_l1p4n1_l3n1n8,10.0,8.571,1.25,8,40,8893,9128,536,44,24,44,9x32,1x32
io8_l1p4n1_l3n1n8_d1d2,10.0,8.846,1.25,80,64,14510,14674,537,20,33,20,9x32,1x32
io8_l1p4n1_l3n1p1,10.0,9.224,1.25,8,26,7114,7753,523,44,18,44,9x32,1x32
io8_l1p4n1_l3n1p1_d1d2,10.0,9.224,1.25,80,50,12468,12905,524,20,27,20,9x32,1x32
io8_l1p4n1_l3n1p2,10.0,9.741,1.25,8,26,7202,7764,525,45,18,45,9x32,1x32
io8_l1p4n1_l3n1p2_d1d2,10.0,9.741,1.25,80,50,12495,13648,526,21,27,21,9x32,1x32
io8_l1p4n1_l3n1p4,10.0,9.195,1.25,8,26,7310,7985,529,51,18,51,9x32,1x32
io8_l1p4n1_l3n1p4_d1d2,10.0,9.195,1.25,80,50,12578,14327,530,27,27,27,9x32,1x32
io8_l1p4n1_l3n1p8,10.0,8.571,1.25,24,40,8762,9460,537,44,25,44,9x32,1x32
io8_l1p4n1_l3n1p8_d1d2,10.0,8.846,1.25,96,64,14375,15006,538,20,34,20,9x32,1x32
io8_l1p4n1_l3p1n1,10.0,8.59,1.25,32,64,13238,12123,646,50,30,50,9x32,1x32
io8_l1p4n1_l3p1n1_d1d2,10.0,8.847,1.25,144,64,17315,19052,647,26,31,26,9x32,1x32
io8_l1p4n1_l3p2n1,10.0,8.866,1.25,32,80,15590,14757,774,59,38,59,9x32,1x32
io8_l1p4n1_l3p2n1_d1d2,10.0,8.59,1.25,144,126,27508,27196,775,27,57,27,9x32,1x32
io8_l1p4n1_l3p4n1,10.0,9.26,1.25,32,112,24103,20104,1030,81,54,81,9x32,1x32
io8_l1p4n1_l3p4n1_d1d2,10.0,9.252,1.25,144,126,31227,28763,1031,33,57,33,9x32,1x32
io8_l1p4n1_l3p8n1,10.0,8.924,1.25,32,112,26823,22489,1542,106,54,106,9x32,1x32
io8_l1p4n1_l3p8n1_d1d2,10.0,9.216,1.25,144,126,42567,28495,1543,26,57,26,9x32,1x32
io8_l1p8n1_l3n1n1,10.0,8.797,1.25,16,80,55981,26957,1034,69,40,69,9x32,1x32
io8_l1p8n1_l3n1n1_d1d2,10.0,8.815,1.25,128,640,123123,89158,1035,13,265,13,9x32,1x32
io8_l1p8n1_l3n1n2,10.0,8.518,1.25,16,80,56151,27031,1036,70,40,70,9x32,1x32
io8_l1p8n1_l3n1n2_d1d2,10.0,7.969,1.25,128,640,123606,89946,1037,14,265,14,9x32,1x32
io8_l1p8n1_l3n1n4,10.0,8.768,1.25,16,80,56149,27286,1040,76,40,76,9x32,1x32
io8_l1p8n1_l3n1n4_d1d2,10.0,7.519,1.25,128,640,123440,90669,1041,20,265,20,9x32,1x32
io8_l1p8n1_l3n1n8,10.0,7.931,1.25,16,80,55942,26935,1048,69,40,69,9x32,1x32
io8_l1p8n1_l3n1n8_d1d2,10.0,7.95,1.25,128,640,123343,89568,1049,13,265,13,9x32,1x32
io8_l1p8n1_l3n1p1,10.0,8.797,1.25,16,80,56008,27024,1035,69,41,69,9x32,1x32
io8_l1p8n1_l3n1p1_d1d2,10.0,8.815,1.25,128,640,123146,89225,1036,13,266,13,9x32,1x32
io8_l1p8n1_l3n1p2,10.0,9.314,1.25,16,80,56064,27035,1037,70,41,70,9x32,1x32
io8_l1p8n1_l3n1p2_d1d2,10.0,8.764,1.25,128,640,123173,89978,1038,14,266,14,9x32,1x32
io8_l1p8n1_l3n1p4,10.0,8.768,1.25,16,80,56108,27255,1041,76,41,76,9x32,1x32
io8_l1p8n1_l3n1p4_d1d2,10.0,7.519,1.25,128,640,123256,90668,1042,20,266,20,9x32,1x32
io8_l1p8n1_l3n1p8,10.0,7.931,1.25,32,80,56067,27235,1049,69,41,69,9x32,1x32
io8_l1p8n1_l3n1p8_d1d2,10.0,7.95,1.25,144,640,123464,89868,1050,13,266,13,9x32,1x32
io8_l1p8n1_l3p1n1,10.0,7.95,1.25,32,80,57727,28283,1158,75,38,75,9x32,1x32
io8_l1p8n1_l3p1n1_d1d2,10.0,7.931,1.25,144,640,126148,92753,1159,19,263,19,9x32,1x32
io8_l1p8n1_l3p2n1,10.0,7.95,1.25,32,80,55496,28630,1286,84,38,84,9x32,1x32
io8_l1p8n1_l3p2n1_d1d2,10.0,7.686,1.25,144,640,128901,96086,1287,20,263,20,9x32,1x32
io8_l1p8n1_l3p4n1,10.0,8.375,1.25,32,112,59657,33726,1542,106,54,106,9x32,1x32
io8_l1p8n1_l3p4n1_d1d2,10.0,8.236,1.25,144,640,132044,97543,1543,26,263,26,9x32,1x32
io8_l1p8n1_l3p8n1,10.0,8.356,1.25,32,112,59561,36273,2054,131,54,131,9x32,1x32
io8_l1p8n1_l3p8n1_d1d2,10.0,8.563,1.25,144,640,135000,97002,2055,19,263,19,9x32,1x32
