prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io8_l2n1p8_l5n1p8_l7p1n1_d1d2,10.0,9.338,1.25,704,112,16866,40787,273,39,81,39,26x32,8x32
io8_l2n1p8_l5n1p8_l7p2n1,10.0,8.847,1.25,88,112,19989,18015,464,47,80,47,26x32,8x32
io8_l2n1p8_l5n1p8_l7p2n1_d1d2,10.0,9.338,1.25,704,224,33409,60160,465,40,129,40,26x32,8x32
io8_l2n1p8_l5n1p8_l7p4n1,10.0,8.858,1.25,88,112,19054,21118,848,63,80,63,26x32,8x32
io8_l2n1p8_l5n1p8_l7p4n1_d1d2,10.0,9.338,1.25,704,448,60355,79712,849,46,225,46,26x32,8x32
io8_l2n1p8_l5n1p8_l7p8n1,10.0,8.905,1.25,88,112,19726,25562,1616,95,80,95,26x32,8x32
io8_l2n1p8_l5n1p8_l7p8n1_d1d2,10.0,9.338,1.25,704,896,117884,113685,1617,39,417,39,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1n1,10.0,9.61,1.25,56,17,3106,8629,413,67,32,67,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1n1_d1d2,10.0,9.595,1.25,448,23,4254,38871,414,67,35,67,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1n2,10.0,9.228,1.25,56,17,3535,8675,416,68,32,68,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1n2_d1d2,10.0,9.617,1.25,448,23,5056,39705,417,68,35,68,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1n4,10.0,9.559,1.25,56,17,3416,9009,422,74,32,74,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1n4_d1d2,10.0,9.541,1.25,448,23,5523,41423,423,74,35,74,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1n8,10.0,9.61,1.25,56,40,5633,10691,434,67,42,67,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1n8_d1d2,10.0,9.595,1.25,448,40,6436,30673,435,67,43,67,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1p1,10.0,9.61,1.25,56,19,3542,9015,414,67,34,67,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1p1_d1d2,10.0,9.591,1.25,448,25,4738,28489,415,67,37,67,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1p2,10.0,9.61,1.25,56,23,4250,9562,417,68,36,68,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1p2_d1d2,10.0,9.591,1.25,448,29,5326,29060,418,68,39,68,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1p4,10.0,9.61,1.25,56,31,5287,10759,423,74,40,74,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1p4_d1d2,10.0,9.591,1.25,448,37,6500,30239,424,74,43,74,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1p8,10.0,9.61,1.25,56,56,7561,12330,435,67,51,67,26x32,8x32
io8_l2p1n1_l5p1n1_l7n1p8_d1d2,10.0,9.591,1.25,448,56,8451,32344,436,67,52,67,26x32,8x32
io8_l2p1n1_l5p1n1_l7p1n1,10.0,9.559,1.25,88,112,16529,19966,600,73,72,73,26x32,8x32
io8_l2p1n1_l5p1n1_l7p1n1_d1d2,10.0,9.617,1.25,704,112,17307,52181,601,73,73,73,26x32,8x32
io8_l2p1n1_l5p1n1_l7p2n1,10.0,9.604,1.25,88,112,20560,21934,792,81,72,81,26x32,8x32
io8_l2p1n1_l5p1n1_l7p2n1_d1d2,10.0,9.617,1.25,704,224,33850,71538,793,74,121,74,26x32,8x32
io8_l2p1n1_l5p1n1_l7p4n1,10.0,9.623,1.25,88,112,19625,25008,1176,97,72,97,26x32,8x32
io8_l2p1n1_l5p1n1_l7p4n1_d1d2,10.0,9.617,1.25,704,448,60796,91106,1177,80,217,80,26x32,8x32
io8_l2p1n1_l5p1n1_l7p8n1,10.0,9.66,1.25,88,112,20297,29380,1944,129,72,129,26x32,8x32
io8_l2p1n1_l5p1n1_l7p8n1_d1d2,10.0,9.617,1.25,704,896,118325,125074,1945,73,409,73,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1n1,10.0,9.728,1.25,80,62,11198,13829,669,85,47,85,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1n1_d1d2,10.0,10.02,1.25,576,8,53142,74142,670,69,30,69,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1n2,10.0,9.751,1.25,80,86,13021,15157,672,86,55,86,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1n2_d1d2,10.0,9.911,1.25,576,8,53944,74955,673,70,30,70,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1n4,10.0,9.545,1.25,80,89,13190,15540,678,92,56,92,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1n4_d1d2,10.0,9.955,1.25,576,8,54413,76677,679,76,30,76,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1n8,10.0,9.728,1.25,80,94,14159,16252,690,85,60,85,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1n8_d1d2,10.0,10.02,1.25,576,40,56124,43074,691,69,43,69,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1p1,10.0,9.335,1.25,80,79,12484,15052,670,85,54,85,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1p1_d1d2,10.0,10.02,1.25,576,10,53626,40232,671,69,32,69,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1p2,10.0,9.335,1.25,80,80,13096,15385,673,86,55,86,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1p2_d1d2,10.0,10.02,1.25,576,14,54214,40826,674,70,34,70,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1p4,10.0,9.335,1.25,80,88,14101,16568,679,92,59,92,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1p4_d1d2,10.0,10.02,1.25,576,28,55708,42243,680,76,40,76,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1p8,10.0,9.335,1.25,80,122,16901,18469,691,85,73,85,26x32,8x32
io8_l2p2n1_l5p2n1_l7n1p8_d1d2,10.0,10.02,1.25,576,56,58139,44701,692,69,52,69,26x32,8x32
io8_l2p2n1_l5p2n1_l7p1n1,10.0,9.751,1.25,112,145,22605,24662,856,91,83,91,26x32,8x32
io8_l2p2n1_l5p2n1_l7p1n1_d1d2,10.0,9.978,1.25,832,112,66995,65011,857,75,73,75,26x32,8x32
io8_l2p2n1_l5p2n1_l7p2n1,10.0,9.353,1.25,112,133,25932,26336,1048,99,79,99,26x32,8x32
io8_l2p2n1_l5p2n1_l7p2n1_d1d2,10.0,9.978,1.25,832,224,83538,84392,1049,76,121,76,26x32,8x32
io8_l2p2n1_l5p2n1_l7p4n1,10.0,9.371,1.25,112,124,24517,28696,1432,115,76,115,26x32,8x32
io8_l2p2n1_l5p2n1_l7p4n1_d1d2,10.0,9.978,1.25,832,448,110484,103948,1433,82,217,82,26x32,8x32
io8_l2p2n1_l5p2n1_l7p8n1,10.0,9.408,1.25,112,151,26831,34583,2200,147,85,147,26x32,8x32
io8_l2p2n1_l5p2n1_l7p8n1_d1d2,10.0,9.978,1.25,832,896,168013,137917,2201,75,409,75,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1n1,10.0,10.077,1.25,72,50,9563,13555,1181,129,43,129,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1n1_d1d2,10.0,10.12,1.25,608,194,64231,127542,1310,81,92,81,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1n2,10.0,9.738,1.25,72,50,9594,13494,1184,130,43,130,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1n2_d1d2,10.0,10.143,1.25,608,194,65098,128520,1313,82,92,82,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1n4,10.0,10.012,1.25,72,50,9443,13871,1190,136,43,136,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1n4_d1d2,10.0,10.027,1.25,608,194,65534,130262,1319,88,92,88,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1n8,10.0,10.053,1.25,72,64,11148,15079,1202,129,50,129,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1n8_d1d2,10.0,10.12,1.25,608,208,66249,82722,1331,81,99,81,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1p1,10.0,9.618,1.25,72,52,9633,13877,1182,129,45,129,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1p1_d1d2,10.0,10.004,1.25,608,196,64780,80831,1311,81,94,81,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1p2,10.0,9.618,1.25,72,56,10277,14327,1185,130,47,130,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1p2_d1d2,10.0,9.97,1.25,608,200,65302,81264,1314,82,96,82,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1p4,10.0,9.618,1.25,72,64,11346,15627,1191,136,51,136,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1p4_d1d2,10.0,9.981,1.25,608,208,66509,82364,1320,88,100,88,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1p8,10.0,10.023,1.25,72,80,13186,16837,1203,129,59,129,26x32,8x32
io8_l2p4n1_l5p4n1_l7n1p8_d1d2,10.0,9.981,1.25,608,224,68299,84538,1332,81,108,81,26x32,8x32
io8_l2p4n1_l5p4n1_l7p1n1,10.0,10.077,1.25,104,112,21098,23546,1368,135,72,135,26x32,8x32
io8_l2p4n1_l5p4n1_l7p1n1_d1d2,10.0,10.143,1.25,864,256,74372,103635,1497,87,121,87,26x32,8x32
io8_l2p4n1_l5p4n1_l7p2n1,10.0,10.012,1.25,104,112,24969,25520,1560,143,72,143,26x32,8x32
io8_l2p4n1_l5p4n1_l7p2n1_d1d2,10.0,10.143,1.25,864,320,88322,120273,1689,88,153,88,26x32,8x32
io8_l2p4n1_l5p4n1_l7p4n1,10.0,10.045,1.25,104,112,24642,28844,1944,159,72,159,26x32,8x32
io8_l2p4n1_l5p4n1_l7p4n1_d1d2,10.0,10.143,1.25,864,448,110180,136185,2073,94,217,94,26x32,8x32
io8_l2p4n1_l5p4n1_l7p8n1,10.0,10.031,1.25,104,112,25250,33485,2712,191,72,191,26x32,8x32
io8_l2p4n1_l5p4n1_l7p8n1_d1d2,10.0,10.143,1.25,864,896,167675,170351,2841,87,409,87,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1n1,10.0,9.018,1.25,80,86,62232,39233,2205,179,60,179,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1n1_d1d2,10.0,9.43,1.25,640,98,110138,128357,2462,67,65,67,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1n2,10.0,9.298,1.25,80,86,62647,39362,2208,180,60,180,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1n2_d1d2,10.0,9.452,1.25,640,98,110940,129194,2465,68,65,68,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1n4,10.0,9.321,1.25,80,86,62528,39696,2214,186,60,186,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1n4_d1d2,10.0,9.431,1.25,640,98,111407,130984,2471,74,65,74,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1n8,10.0,8.905,1.25,80,86,62452,39295,2226,179,60,179,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1n8_d1d2,10.0,9.065,1.25,640,98,111754,81155,2483,67,65,67,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1p1,10.0,8.905,1.25,80,86,62427,39376,2206,179,61,179,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1p1_d1d2,10.0,9.418,1.25,640,98,110395,80260,2463,67,66,67,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1p2,10.0,8.905,1.25,80,86,62649,39505,2209,180,61,180,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1p2_d1d2,10.0,9.418,1.25,640,98,110497,80415,2466,68,66,68,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1p4,10.0,8.905,1.25,80,86,62714,39898,2215,186,61,186,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1p4_d1d2,10.0,9.418,1.25,640,98,110699,80762,2472,74,66,74,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1p8,10.0,8.905,1.25,80,86,62578,39492,2227,179,61,179,26x32,8x32
io8_l2p8n1_l5p8n1_l7n1p8_d1d2,10.0,9.029,1.25,640,98,110546,81088,2484,67,66,67,26x32,8x32
io8_l2p8n1_l5p8n1_l7p1n1,10.0,9.321,1.25,112,118,67002,45652,2392,185,74,185,26x32,8x32
io8_l2p8n1_l5p8n1_l7p1n1_d1d2,10.0,9.321,1.25,896,130,114858,99566,2649,73,79,73,26x32,8x32
io8_l2p8n1_l5p8n1_l7p2n1,10.0,8.928,1.25,112,118,68985,47317,2584,193,74,193,26x32,8x32
io8_l2p8n1_l5p8n1_l7p2n1_d1d2,10.0,9.321,1.25,896,224,129865,117907,2841,74,121,74,26x32,8x32
io8_l2p8n1_l5p8n1_l7p4n1,10.0,8.952,1.25,112,118,69074,50469,2968,209,74,209,26x32,8x32
io8_l2p8n1_l5p8n1_l7p4n1_d1d2,10.0,9.321,1.25,896,448,156811,137651,3225,80,217,80,26x32,8x32
io8_l2p8n1_l5p8n1_l7p8n1,10.0,8.999,1.25,112,118,69234,54913,3736,241,74,241,26x32,8x32
io8_l2p8n1_l5p8n1_l7p8n1_d1d2,10.0,9.321,1.25,896,896,214340,171666,3993,73,409,73,26x32,8x32
