design_id,dataset_name,latency_average_cycles,resources_lut_used,resources_ff_used,resources_bram_used,resources_dsp_used,PC_0,PC_1
gesummv.__PARA__L0-6.__PARA__L1-1.__PIPE__L0-off.__TILE__L0-1,hlsyn,10832.0,1269.0,393.0,0.0,3.0,-11.071407,-6.69839
gesummv.__PARA__L0-6.__PARA__L1-1.__PIPE__L0-off.__TILE__L0-2,hlsyn,14323.0,1246.0,308.0,1.0,3.0,-10.771595,-6.693887
gesummv.__PARA__L0-6.__PARA__L1-1.__PIPE__L0-off.__TILE__L0-4,hlsyn,15027.0,1250.0,309.0,2.0,3.0,-10.004051,-6.7878113
gesummv.__PARA__L0-6.__PARA__L1-10.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10833.0,3398.0,2225.0,0.0,1.0,-9.109086,-4.9942408
gesummv.__PARA__L0-6.__PARA__L1-15.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10952.0,6374.0,3813.0,0.0,1.0,-7.65305,-4.189887
gesummv.__PARA__L0-6.__PARA__L1-16.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10838.0,4839.0,2544.0,0.0,1.0,-8.718038,-4.6469245
gesummv.__PARA__L0-6.__PARA__L1-16.__PIPE__L0-off.__TILE__L0-1,hlsyn,10838.0,4830.0,2544.0,0.0,1.0,-8.700858,-4.690537
gesummv.__PARA__L0-6.__PARA__L1-2.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10832.0,594.0,388.0,0.0,1.0,-11.27151,-6.926341
gesummv.__PARA__L0-6.__PARA__L1-32.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10838.0,14323.0,15460.0,0.0,1.0,-4.231797,-0.29326648
gesummv.__PARA__L0-6.__PARA__L1-32.__PIPE__L0-NA.__TILE__L0-8,hlsyn,38497.0,6054.0,9026.0,2.0,3.0,-6.5853724,-3.6498485
gesummv.__PARA__L0-6.__PARA__L1-32.__PIPE__L0-off.__TILE__L0-1,hlsyn,10838.0,14339.0,15460.0,0.0,1.0,-4.190661,-0.27700087
gesummv.__PARA__L0-6.__PARA__L1-4.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10834.0,1152.0,465.0,0.0,1.0,-11.173945,-6.6472297
gesummv.__PARA__L0-6.__PARA__L1-4.__PIPE__L0-off.__TILE__L0-1,hlsyn,10834.0,1152.0,465.0,0.0,1.0,-11.289642,-6.7861867
gesummv.__PARA__L0-6.__PARA__L1-5.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10968.0,1308.0,1042.0,0.0,1.0,-10.596148,-6.1669245
gesummv.__PARA__L0-6.__PARA__L1-6.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10833.0,1959.0,1128.0,0.0,1.0,-10.446421,-6.0420256
gesummv.__PARA__L0-8.__PARA__L1-1.__PIPE__L0-NA.__TILE__L0-1,hlsyn,11509.0,3297.0,1270.0,1.0,6.0,-9.364332,-5.315186
gesummv.__PARA__L0-8.__PARA__L1-1.__PIPE__L0-off.__TILE__L0-1,hlsyn,11509.0,3297.0,1270.0,1.0,6.0,-9.38664,-5.364265
gesummv.__PARA__L0-8.__PARA__L1-10.__PIPE__L0-NA.__TILE__L0-1,hlsyn,12213.0,8158.0,4653.0,0.0,3.0,-7.1423535,-3.828195
gesummv.__PARA__L0-8.__PARA__L1-15.__PIPE__L0-NA.__TILE__L0-1,hlsyn,11923.0,14551.0,6927.0,0.0,3.0,-6.537816,-2.7792616
gesummv.__PARA__L0-8.__PARA__L1-16.__PIPE__L0-NA.__TILE__L0-1,hlsyn,12235.0,12104.0,6671.0,0.0,4.0,-6.8314157,-3.3488016
gesummv.__PARA__L0-8.__PARA__L1-2.__PIPE__L0-NA.__TILE__L0-1,hlsyn,12227.0,1409.0,1260.0,1.0,3.0,-9.852073,-5.775191
gesummv.__PARA__L0-8.__PARA__L1-32.__PIPE__L0-NA.__TILE__L0-1,hlsyn,12427.0,34642.0,61485.0,0.0,4.0,-2.0703208,2.7706125
gesummv.__PARA__L0-8.__PARA__L1-32.__PIPE__L0-NA.__TILE__L0-8,hlsyn,29365.0,10210.0,16796.0,4.0,4.0,-4.1322565,-0.26038873
gesummv.__PARA__L0-8.__PARA__L1-32.__PIPE__L0-off.__TILE__L0-1,hlsyn,12427.0,34642.0,61485.0,0.0,4.0,-2.0547104,2.8494833
gesummv.__PARA__L0-8.__PARA__L1-5.__PIPE__L0-off.__TILE__L0-1,hlsyn,11924.0,3292.0,2293.0,0.0,3.0,-9.065553,-4.9922247
gesummv.__PARA__L0-8.__PARA__L1-6.__PIPE__L0-NA.__TILE__L0-1,hlsyn,12213.0,4538.0,2719.0,0.0,3.0,-8.619543,-4.6290293
gesummv.__PARA__L0-8.__PARA__L1-6.__PIPE__L0-off.__TILE__L0-1,hlsyn,12213.0,4538.0,2719.0,0.0,3.0,-8.6816845,-4.651585
gesummv.__PARA__L0-9.__PARA__L1-1.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10926.0,2322.0,1114.0,1.0,6.0,-9.648891,-5.7894554
gesummv.__PARA__L0-9.__PARA__L1-15.__PIPE__L0-NA.__TILE__L0-1,hlsyn,11023.0,14476.0,6997.0,0.0,3.0,-6.4920416,-2.8311498
gesummv.__PARA__L0-9.__PARA__L1-16.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10920.0,10533.0,6332.0,0.0,4.0,-6.8109984,-3.4949098
gesummv.__PARA__L0-9.__PARA__L1-16.__PIPE__L0-off.__TILE__L0-1,hlsyn,10920.0,10518.0,6332.0,0.0,4.0,-6.8177676,-3.4984477
gesummv.__PARA__L0-9.__PARA__L1-2.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10926.0,1183.0,1101.0,0.0,3.0,-10.405937,-6.110118
gesummv.__PARA__L0-9.__PARA__L1-3.__PIPE__L0-off.__TILE__L0-8,hlsyn,22062.0,1151.0,465.0,1.0,4.0,-10.491717,-6.6040916
gesummv.__PARA__L0-9.__PARA__L1-32.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10932.0,30414.0,34391.0,0.0,4.0,-3.2731721,0.97480553
gesummv.__PARA__L0-9.__PARA__L1-32.__PIPE__L0-NA.__TILE__L0-8,hlsyn,24777.0,12070.0,16681.0,2.0,7.0,-4.1612287,-0.2550749
gesummv.__PARA__L0-9.__PARA__L1-32.__PIPE__L0-off.__TILE__L0-1,hlsyn,10932.0,30414.0,34391.0,0.0,4.0,-3.1982384,1.0431002
gesummv.__PARA__L0-9.__PARA__L1-4.__PIPE__L0-NA.__TILE__L0-1,hlsyn,10928.0,2096.0,1330.0,0.0,4.0,-9.756207,-5.612347
gesummv.__PARA__L0-9.__PARA__L1-4.__PIPE__L0-off.__TILE__L0-1,hlsyn,10928.0,2096.0,1330.0,0.0,4.0,-9.706462,-5.5122995
gesummv.__PARA__L0-90.__PARA__L1-1.__PIPE__L0-NA.__TILE__L0-1,hlsyn,8935.0,192815.0,30649.0,12.0,621.0,-2.4255328,5.6809015
gesummv.__PARA__L0-90.__PARA__L1-1.__PIPE__L0-off.__TILE__L0-1,hlsyn,8935.0,192815.0,30649.0,12.0,621.0,-2.4392025,5.630718
gesummv.__PARA__L0-90.__PARA__L1-10.__PIPE__L0-NA.__TILE__L0-1,hlsyn,9294.0,232000.0,161063.0,1.0,428.0,-0.06040674,6.411605
gesummv.__PARA__L0-90.__PARA__L1-15.__PIPE__L0-NA.__TILE__L0-1,hlsyn,8911.0,412897.0,290364.0,1.0,428.0,0.6603999,7.594095
gesummv.__PARA__L0-90.__PARA__L1-15.__PIPE__L0-off.__TILE__L0-1,hlsyn,8911.0,412897.0,290364.0,1.0,428.0,0.60707843,7.587829
gesummv.__PARA__L0-90.__PARA__L1-16.__PIPE__L0-NA.__TILE__L0-1,hlsyn,9307.0,469299.0,279862.0,1.0,554.0,0.7746943,7.8043685
gesummv.__PARA__L0-90.__PARA__L1-16.__PIPE__L0-off.__TILE__L0-1,hlsyn,9307.0,469299.0,279862.0,1.0,554.0,0.80538875,7.8374777
gesummv.__PARA__L0-90.__PARA__L1-18.__PIPE__L0-NA.__TILE__L0-1,hlsyn,9293.0,488357.0,380767.0,1.0,428.0,1.0822109,8.09358
gesummv.__PARA__L0-90.__PARA__L1-18.__PIPE__L0-off.__TILE__L0-1,hlsyn,9293.0,488357.0,380767.0,1.0,428.0,1.0606167,8.094131
gesummv.__PARA__L0-90.__PARA__L1-2.__PIPE__L0-NA.__TILE__L0-1,hlsyn,9293.0,74409.0,30152.0,1.0,428.0,-3.0929947,4.5593534
gesummv.__PARA__L0-90.__PARA__L1-2.__PIPE__L0-off.__TILE__L0-1,hlsyn,9293.0,74558.0,30152.0,1.0,428.0,-3.079273,4.5774994
gesummv.__PARA__L0-90.__PARA__L1-3.__PIPE__L0-NA.__TILE__L0-1,hlsyn,8912.0,93265.0,42594.0,1.0,428.0,-2.722746,4.8455505
gesummv.__PARA__L0-90.__PARA__L1-3.__PIPE__L0-off.__TILE__L0-1,hlsyn,8912.0,93265.0,42594.0,1.0,428.0,-2.6709206,4.8998003
gesummv.__PARA__L0-90.__PARA__L1-4.__PIPE__L0-NA.__TILE__L0-1,hlsyn,9303.0,139746.0,61890.0,1.0,554.0,-2.1505663,5.4626412
gesummv.__PARA__L0-90.__PARA__L1-4.__PIPE__L0-off.__TILE__L0-1,hlsyn,9303.0,139746.0,61890.0,1.0,554.0,-2.1891708,5.4302936
gesummv.__PARA__L0-90.__PARA__L1-5.__PIPE__L0-NA.__TILE__L0-1,hlsyn,8911.0,129962.0,69543.0,1.0,428.0,-1.9321095,5.061286
gesummv.__PARA__L0-90.__PARA__L1-5.__PIPE__L0-off.__TILE__L0-1,hlsyn,8911.0,129962.0,69543.0,1.0,428.0,-1.9444735,5.0963764
gesummv.__PARA__L0-90.__PARA__L1-6.__PIPE__L0-NA.__TILE__L0-1,hlsyn,9294.0,140427.0,79947.0,1.0,428.0,-1.5900565,4.94966
gesummv.__PARA__L0-90.__PARA__L1-6.__PIPE__L0-off.__TILE__L0-1,hlsyn,9294.0,140427.0,79947.0,1.0,428.0,-1.6458812,4.9405985
gesummv.__PARA__L0-90.__PARA__L1-8.__PIPE__L0-NA.__TILE__L0-1,hlsyn,9308.0,209130.0,117296.0,1.0,554.0,-0.7854918,5.9923553
gesummv.__PARA__L0-90.__PARA__L1-8.__PIPE__L0-off.__TILE__L0-1,hlsyn,9308.0,209130.0,117296.0,1.0,554.0,-0.6838256,6.014175
gesummv.__PARA__L0-90.__PARA__L1-9.__PIPE__L0-off.__TILE__L0-1,hlsyn,8911.0,221117.0,137678.0,1.0,428.0,-0.32338637,6.080583
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-120.__TILE__L1-8,hlsyn,247437.0,289124.0,9549.0,30.0,253.0,8.009274,14.417615
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-flatten.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,62342.0,275083.0,9354.0,36.0,251.0,8.07449,14.467203
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-flatten.__PIPE__L1-off.__TILE__L0-120.__TILE__L1-120,hlsyn,62342.0,275083.0,9354.0,36.0,251.0,8.065194,14.44376
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,62342.0,371531.0,20252.0,5.0,251.0,6.442236,13.731272
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-120.__TILE__L1-1,hlsyn,62342.0,371531.0,20252.0,5.0,251.0,6.370418,13.709203
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,64498.0,384764.0,20790.0,4.0,253.0,6.2769127,13.665833
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-4.__TILE__L1-1,hlsyn,66252.0,385252.0,20969.0,4.0,253.0,6.3868713,13.709401
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-8.__TILE__L1-1,hlsyn,70330.0,377027.0,20498.0,7.0,253.0,6.40078,13.71924
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,120774.0,148.0,0.0,5.0,0.0,-6.2185106,-8.064075
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-10.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-2,hlsyn,1056996.0,385923.0,24897.0,24.0,277.0,6.0908017,13.553351
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-10.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,22804.0,1391.0,422.0,17.0,3.0,-3.5264943,-4.9293156
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-12.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-2,hlsyn,1025286.0,388002.0,25194.0,24.0,277.0,6.0594773,13.5454
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-12.__PIPE__L0-flatten.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-2,hlsyn,1025286.0,388002.0,25194.0,24.0,277.0,6.0055814,13.521898
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-12.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,22560.0,2053.0,458.0,17.0,4.0,-3.3865924,-4.908237
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-15.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,29148.0,2229.0,420.0,17.0,1.0,-3.4223616,-4.895616
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-2.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,12621.0,285091.0,9612.0,35.0,256.0,8.027984,14.43559
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-20.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,22194.0,4621.0,1338.0,37.0,12.0,-2.1931632,-4.2170043
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-24.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,22194.0,6083.0,2217.0,37.0,17.0,-2.2654378,-4.082155
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-3.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,10303.0,321111.0,12462.0,5.0,259.0,7.4799085,14.172026
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,22316.0,8063.0,2755.0,37.0,11.0,-2.2643347,-4.1320095
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-5.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,14085.0,371833.0,15660.0,5.0,258.0,6.3881373,13.712896
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-5.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,30002.0,579.0,265.0,11.0,0.0,-4.1026516,-5.219755
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-6.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,7863.0,358874.0,16109.0,5.0,281.0,6.6093235,13.802488
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-6.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,23780.0,671.0,317.0,11.0,1.0,-4.0761247,-5.173348
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-8.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,7131.0,350749.0,16432.0,5.0,287.0,6.8464966,13.899685
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,23048.0,1109.0,362.0,11.0,1.0,-4.150393,-5.2394266
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-10.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,24480.0,460941.0,36284.0,2.0,277.0,5.3354445,13.369512
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-12.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,20400.0,461274.0,36367.0,2.0,277.0,5.373993,13.355888
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-120.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-120,hlsyn,18697.0,275550.0,9335.0,36.0,251.0,8.089001,14.456797
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-15.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,16320.0,469373.0,36564.0,2.0,277.0,5.270333,13.35384
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-1.__PIPE__L0-NA.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,22455.0,412400.0,24284.0,3.0,314.0,6.0051484,13.572422
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-1.__PIPE__L0-NA.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-120,hlsyn,22455.0,412400.0,24284.0,3.0,314.0,6.005716,13.573697
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,22455.0,412400.0,24284.0,3.0,314.0,5.987958,13.565244
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,26816.0,1249.0,366.0,5.0,4.0,-7.7713885,-7.280876
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-10.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,15006.0,4455.0,1229.0,17.0,13.0,-3.4442139,-4.713596
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-12.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,14762.0,4752.0,1301.0,17.0,18.0,-3.4929123,-4.646322
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-15.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,21350.0,5852.0,1225.0,17.0,8.0,-3.4945214,-4.811431
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-16.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,19018.0,3282.0,456.0,17.0,7.0,-3.3812177,-4.789752
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,20740.0,1394.0,413.0,5.0,6.0,-7.8263845,-7.1924176
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-20.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,14396.0,9680.0,2613.0,37.0,28.0,-2.309245,-4.0488644
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-24.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,14396.0,10569.0,2824.0,37.0,37.0,-2.370177,-4.0058556
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-3.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,18422.0,2063.0,436.0,11.0,7.0,-4.0947576,-5.1290812
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-30.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,14518.0,14445.0,4482.0,37.0,27.0,-2.3675542,-3.989928
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-4.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,17080.0,2160.0,462.0,11.0,7.0,-4.062541,-5.2102065
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-5.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,22204.0,2226.0,458.0,11.0,7.0,-4.0970635,-5.160018
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-6.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,15982.0,3014.0,1020.0,11.0,8.0,-4.1500406,-5.1343355
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,15250.0,3183.0,1108.0,11.0,12.0,-4.030539,-5.094219
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-2.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,118800.0,442778.0,35359.0,2.0,277.0,5.5338206,13.4146805
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-20.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,12600.0,471212.0,39968.0,2.0,277.0,5.187457,13.309937
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-24.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,88911.0,362708.0,20275.0,2.0,251.0,6.564389,13.783133
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-3.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,79200.0,444553.0,35500.0,2.0,277.0,5.49625,13.3864355
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-30.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,8640.0,504940.0,42352.0,2.0,277.0,4.7725835,13.199325
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-32.__PARA__L3-1.__PIPE__L0-NA.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,22455.0,469434.0,48806.0,3.0,404.0,5.020771,13.208255
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-32.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,22455.0,469434.0,48806.0,3.0,404.0,5.052164,13.216951
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-32.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28854.0,3517.0,1377.0,11.0,18.0,-4.04864,-5.0456553
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-4.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,59400.0,446090.0,35602.0,2.0,277.0,5.564382,13.415219
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-5.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,47520.0,455376.0,35785.0,2.0,277.0,5.435783,13.385306
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-6.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,39600.0,457001.0,35915.0,2.0,277.0,5.3136644,13.337388
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-8.__PARA__L3-1.__PIPE__L0-NA.__PIPE__L1-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,7131.0,403477.0,21257.0,5.0,287.0,6.103565,13.601828
mvt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-8.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,253803.0,359840.0,19685.0,3.0,251.0,6.5814624,13.785177
mvt.__PARA__L0-1.__PARA__L1-10.__PARA__L2-1.__PARA__L3-10.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-2,hlsyn,72601.0,287970.0,11819.0,24.0,251.0,8.000671,14.430336
mvt.__PARA__L0-1.__PARA__L1-10.__PARA__L2-1.__PARA__L3-2.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,4619.0,334277.0,16634.0,35.0,315.0,7.0894995,13.994997
mvt.__PARA__L0-1.__PARA__L1-10.__PARA__L2-1.__PARA__L3-3.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,3564.0,416194.0,28705.0,5.0,437.0,5.7416673,13.454313
mvt.__PARA__L0-1.__PARA__L1-10.__PARA__L2-1.__PARA__L3-4.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,3359.0,458942.0,31070.0,5.0,507.0,5.0366206,13.181859
mvt.__PARA__L0-1.__PARA__L1-12.__PARA__L2-1.__PARA__L3-2.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,4333.0,345325.0,19413.0,35.0,338.0,6.663059,13.826647
mvt.__PARA__L0-1.__PARA__L1-12.__PARA__L2-1.__PARA__L3-24.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-2,hlsyn,32951.0,459121.0,53417.0,24.0,1458.0,2.6665385,11.324125
mvt.__PARA__L0-1.__PARA__L1-12.__PARA__L2-1.__PARA__L3-30.__PIPE__L0-flatten.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-2,hlsyn,31561.0,581876.0,80755.0,24.0,2258.0,1.4523506,9.889722
