prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks,freq(MHz)
io8_l1p8n1_l3n1p2_l5p8_d1d2,720.206,110211,88309,520,21382,109223,72,64,0,1024,300.030
io8_l1p8n1_l3n1p4_l5p8,141.635,29530,24143,648,4739,47015,8,8,0,128,300.030
io8_l1p8n1_l3n1p4_l5p8_d1d2,711.109,109932,88030,520,21382,109244,72,64,0,1024,300.030
io8_l1p8n1_l3n1p8_l5p8,142.328,29893,24514,640,4739,46817,8,8,0,128,300.030
io8_l1p8n1_l3n1p8_l5p8_d1d2,713.184,110065,88163,520,21382,109328,72,64,0,1024,300.030
io8_l1p8n1_l3p1n1_l5p8,159.216,32632,27245,648,4739,48597,16,0,0,128,300.030
io8_l1p8n1_l3p1n1_l5p8_d1d2,730.587,112686,90784,520,21382,110982,136,0,0,1024,300.030
io8_l1p8n1_l3p2n1_l5p8,162.252,33928,28533,656,4739,48789,16,0,0,128,300.030
io8_l1p8n1_l3p2n1_l5p8_d1d2,696.724,111430,89536,512,21382,114238,72,64,0,1024,300.030
io8_l1p8n1_l3p4n1_l5p8,163.840,34559,29180,640,4739,49212,16,0,0,128,300.030
io8_l1p8n1_l3p4n1_l5p8_d1d2,724.373,113703,91809,512,21382,112441,88,48,0,1024,300.030
io8_l1p8n1_l3p8n1_l5p8,346.107,43856,33738,640,9478,64404,16,0,0,128,300.030
io8_l1p8n1_l3p8n1_l5p8_d1d2,1145.058,148647,105499,384,42764,134001,144,0,0,1024,300.030
