prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io8_l2p2n1_l4p8n1,10.0,9.655,1.25,56,67,44677,29347,1378,85,59,85,26x32,8x32
io8_l2p2n1_l4p8n1_d1d2,10.0,9.22,1.25,448,320,104795,63153,1362,29,146,29,26x32,8x32
io8_l2p4n1_l4n1n1,10.0,9.846,1.25,34,11,7872,9033,614,29,40,29,26x32,8x32
io8_l2p4n1_l4n1n1_d1d2,10.0,9.701,1.25,352,194,40306,73338,662,29,85,29,26x32,8x32
io8_l2p4n1_l4n1n2,10.0,9.846,1.25,34,11,7983,9041,616,30,40,30,26x32,8x32
io8_l2p4n1_l4n1n2_d1d2,10.0,9.889,1.25,352,194,40506,73701,664,30,85,30,26x32,8x32
io8_l2p4n1_l4n1n4,10.0,9.904,1.25,34,11,8050,9265,620,36,40,36,26x32,8x32
io8_l2p4n1_l4n1n4_d1d2,10.0,9.911,1.25,352,194,40747,74753,668,36,85,36,26x32,8x32
io8_l2p4n1_l4n1n8,10.0,9.835,1.25,34,40,10428,11180,628,29,52,29,26x32,8x32
io8_l2p4n1_l4n1n8_d1d2,10.0,9.685,1.25,352,194,41075,48558,676,29,85,29,26x32,8x32
io8_l2p4n1_l4n1p1,10.0,9.858,1.25,34,11,7926,9078,615,29,41,29,26x32,8x32
io8_l2p4n1_l4n1p1_d1d2,10.0,9.678,1.25,352,194,40286,48662,663,29,86,29,26x32,8x32
io8_l2p4n1_l4n1p2,10.0,9.846,1.25,34,13,8186,9326,617,30,42,30,26x32,8x32
io8_l2p4n1_l4n1p2_d1d2,10.0,9.678,1.25,352,196,40578,48710,665,30,87,30,26x32,8x32
io8_l2p4n1_l4n1p4,10.0,9.846,1.25,34,20,8923,10128,621,36,45,36,26x32,8x32
io8_l2p4n1_l4n1p4_d1d2,10.0,9.701,1.25,352,200,41199,49564,669,36,89,36,26x32,8x32
io8_l2p4n1_l4n1p8,10.0,9.835,1.25,42,40,11066,11477,629,29,53,29,26x32,8x32
io8_l2p4n1_l4n1p8_d1d2,10.0,9.678,1.25,416,208,46406,52100,677,29,93,29,26x32,8x32
io8_l2p4n1_l4p1n1,10.0,9.854,1.25,50,40,15983,13209,738,35,50,35,26x32,8x32
io8_l2p4n1_l4p1n1_d1d2,10.0,9.911,1.25,480,224,47828,61119,786,35,98,35,26x32,8x32
io8_l2p4n1_l4p2n1,10.0,9.478,1.25,50,40,20330,14875,866,43,50,43,26x32,8x32
io8_l2p4n1_l4p2n1_d1d2,10.0,9.911,1.25,480,256,59311,68865,914,36,114,36,26x32,8x32
io8_l2p4n1_l4p4n1,10.0,9.935,1.25,50,40,26411,18250,1122,59,50,59,26x32,8x32
io8_l2p4n1_l4p4n1_d1d2,10.0,9.911,1.25,480,320,72534,80476,1170,42,146,42,26x32,8x32
io8_l2p4n1_l4p8n1,10.0,9.938,1.25,50,40,39843,24992,1634,91,50,91,26x32,8x32
io8_l2p4n1_l4p8n1_d1d2,10.0,9.685,1.25,480,320,104477,81339,1682,35,146,35,26x32,8x32
io8_l2p8n1_l4n1n1,10.0,8.835,1.25,48,86,56024,30294,1126,22,70,22,26x32,8x32
io8_l2p8n1_l4n1n1_d1d2,10.0,8.835,1.25,384,98,80584,83496,1238,22,58,22,26x32,8x32
io8_l2p8n1_l4n1n2,10.0,9.229,1.25,48,86,56163,30334,1128,23,70,23,26x32,8x32
io8_l2p8n1_l4n1n2_d1d2,10.0,9.349,1.25,384,98,80817,83860,1240,23,58,23,26x32,8x32
io8_l2p8n1_l4n1n4,10.0,9.251,1.25,48,86,56170,30622,1132,29,70,29,26x32,8x32
io8_l2p8n1_l4n1n4_d1d2,10.0,9.371,1.25,384,98,81058,84992,1244,29,58,29,26x32,8x32
io8_l2p8n1_l4n1n8,10.0,8.835,1.25,48,86,56223,30322,1140,22,70,22,26x32,8x32
io8_l2p8n1_l4n1n8_d1d2,10.0,8.847,1.25,384,98,81385,55807,1252,22,58,22,26x32,8x32
io8_l2p8n1_l4n1p1,10.0,8.835,1.25,48,86,56042,30335,1127,22,71,22,26x32,8x32
io8_l2p8n1_l4n1p1_d1d2,10.0,8.835,1.25,384,98,80597,55425,1239,22,59,22,26x32,8x32
io8_l2p8n1_l4n1p2,10.0,8.835,1.25,48,86,56107,30373,1129,23,71,23,26x32,8x32
io8_l2p8n1_l4n1p2_d1d2,10.0,8.835,1.25,384,98,80661,55510,1241,23,59,23,26x32,8x32
io8_l2p8n1_l4n1p4,10.0,8.835,1.25,48,86,56234,30610,1133,29,71,29,26x32,8x32
io8_l2p8n1_l4n1p4_d1d2,10.0,8.835,1.25,384,98,80789,55717,1245,29,59,29,26x32,8x32
io8_l2p8n1_l4n1p8,10.0,8.835,1.25,56,86,56861,30591,1141,22,71,22,26x32,8x32
io8_l2p8n1_l4n1p8_d1d2,10.0,8.949,1.25,448,98,85128,57414,1253,22,59,22,26x32,8x32
io8_l2p8n1_l4p1n1,10.0,8.847,1.25,64,86,59922,31951,1250,28,68,28,26x32,8x32
io8_l2p8n1_l4p1n1_d1d2,10.0,9.251,1.25,512,98,84725,64484,1362,28,56,28,26x32,8x32
io8_l2p8n1_l4p2n1,10.0,8.858,1.25,64,86,64301,33724,1378,36,68,36,26x32,8x32
io8_l2p8n1_l4p2n1_d1d2,10.0,9.251,1.25,512,160,97177,73271,1490,29,82,29,26x32,8x32
io8_l2p8n1_l4p4n1,10.0,8.905,1.25,64,86,70478,37118,1634,52,68,52,26x32,8x32
io8_l2p8n1_l4p4n1_d1d2,10.0,9.251,1.25,512,320,115583,88521,1746,35,146,35,26x32,8x32
io8_l2p8n1_l4p8n1,10.0,8.999,1.25,64,86,83782,44002,2146,84,68,84,26x32,8x32
io8_l2p8n1_l4p8n1_d1d2,10.0,8.847,1.25,512,320,145519,89478,2258,28,146,28,26x32,8x32
