prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io8_l1p2n1_l3p8n1,10.0,8.847,1.25,32,80,56008,28739,1286,84,38,84,10x32,2x32
io8_l1p2n1_l3p8n1_d1d2,10.0,8.419,1.25,144,640,129413,95523,1287,20,263,20,10x32,2x32
io8_l1p4n1_l3n1n1,10.0,8.813,1.25,32,112,21687,15848,522,44,56,44,10x32,2x32
io8_l1p4n1_l3n1n1_d1d2,10.0,8.824,1.25,144,126,25996,22617,523,20,59,20,10x32,2x32
io8_l1p4n1_l3n1n2,10.0,9.206,1.25,32,112,21842,15932,524,45,56,45,10x32,2x32
io8_l1p4n1_l3n1n2_d1d2,10.0,8.835,1.25,144,126,26315,23426,525,21,59,21,10x32,2x32
io8_l1p4n1_l3n1n4,10.0,8.813,1.25,32,112,21881,16193,528,51,56,51,10x32,2x32
io8_l1p4n1_l3n1n4_d1d2,10.0,8.824,1.25,144,126,26190,24158,529,27,59,27,10x32,2x32
io8_l1p4n1_l3n1n8,10.0,9.24,1.25,32,112,21911,15999,536,44,56,44,10x32,2x32
io8_l1p4n1_l3n1n8_d1d2,10.0,8.858,1.25,144,126,26473,23026,537,20,59,20,10x32,2x32
io8_l1p4n1_l3n1p1,10.0,8.813,1.25,32,112,21716,15963,523,44,57,44,10x32,2x32
io8_l1p4n1_l3n1p1_d1d2,10.0,8.824,1.25,144,126,26028,22732,524,20,60,20,10x32,2x32
io8_l1p4n1_l3n1p2,10.0,9.206,1.25,32,112,21848,16016,525,45,57,45,10x32,2x32
io8_l1p4n1_l3n1p2_d1d2,10.0,8.835,1.25,144,126,26128,23529,526,21,60,21,10x32,2x32
io8_l1p4n1_l3n1p4,10.0,9.229,1.25,32,112,21916,16275,529,51,57,51,10x32,2x32
io8_l1p4n1_l3n1p4_d1d2,10.0,8.858,1.25,144,126,26228,24240,530,27,60,27,10x32,2x32
io8_l1p4n1_l3n1p8,10.0,8.824,1.25,32,112,21927,16077,537,44,57,44,10x32,2x32
io8_l1p4n1_l3n1p8_d1d2,10.0,9.206,1.25,144,126,26498,23148,538,20,60,20,10x32,2x32
io8_l1p4n1_l3p1n1,10.0,9.251,1.25,32,112,23904,18165,646,50,54,50,10x32,2x32
io8_l1p4n1_l3p1n1_d1d2,10.0,8.881,1.25,144,126,29245,26964,647,26,57,26,10x32,2x32
io8_l1p4n1_l3p2n1,10.0,9.368,1.25,32,112,24932,19602,774,59,54,59,10x32,2x32
io8_l1p4n1_l3p2n1_d1d2,10.0,9.504,1.25,144,126,34544,30104,775,27,57,27,10x32,2x32
io8_l1p4n1_l3p4n1,10.0,9.704,1.25,32,112,24839,20161,1030,81,54,81,10x32,2x32
io8_l1p4n1_l3p4n1_d1d2,10.0,9.696,1.25,144,126,32734,29875,1031,33,57,33,10x32,2x32
io8_l1p4n1_l3p8n1,10.0,8.858,1.25,32,112,60169,33771,1542,106,54,106,10x32,2x32
io8_l1p4n1_l3p8n1_d1d2,10.0,8.858,1.25,144,640,132623,95876,1543,26,263,26,10x32,2x32
io8_l1p8n1_l3n1n1,10.0,8.835,1.25,32,112,24407,18157,1034,69,56,69,10x32,2x32
io8_l1p8n1_l3n1n1_d1d2,10.0,9.24,1.25,144,126,37333,22486,1035,13,59,13,10x32,2x32
io8_l1p8n1_l3n1n2,10.0,9.229,1.25,32,112,24562,18255,1036,70,56,70,10x32,2x32
io8_l1p8n1_l3n1n2_d1d2,10.0,9.251,1.25,144,126,37652,23310,1037,14,59,14,10x32,2x32
io8_l1p8n1_l3n1n4,10.0,8.835,1.25,32,112,24601,18495,1040,76,56,76,10x32,2x32
io8_l1p8n1_l3n1n4_d1d2,10.0,9.24,1.25,144,126,37527,24022,1041,20,59,20,10x32,2x32
io8_l1p8n1_l3n1n8,10.0,9.263,1.25,32,112,24632,18287,1048,69,56,69,10x32,2x32
io8_l1p8n1_l3n1n8_d1d2,10.0,9.24,1.25,144,126,37811,22877,1049,13,59,13,10x32,2x32
io8_l1p8n1_l3n1p1,10.0,8.835,1.25,32,112,24436,18272,1035,69,57,69,10x32,2x32
io8_l1p8n1_l3n1p1_d1d2,10.0,9.24,1.25,144,126,37365,22601,1036,13,60,13,10x32,2x32
io8_l1p8n1_l3n1p2,10.0,9.229,1.25,32,112,24568,18327,1037,70,57,70,10x32,2x32
io8_l1p8n1_l3n1p2_d1d2,10.0,9.251,1.25,144,126,37465,23398,1038,14,60,14,10x32,2x32
io8_l1p8n1_l3n1p4,10.0,9.251,1.25,32,112,24636,18599,1041,76,57,76,10x32,2x32
io8_l1p8n1_l3n1p4_d1d2,10.0,9.229,1.25,144,126,37565,24127,1042,20,60,20,10x32,2x32
io8_l1p8n1_l3n1p8,10.0,8.847,1.25,32,112,24647,18403,1049,69,57,69,10x32,2x32
io8_l1p8n1_l3n1p8_d1d2,10.0,9.24,1.25,144,126,37835,23006,1050,13,60,13,10x32,2x32
io8_l1p8n1_l3p1n1,10.0,9.251,1.25,32,112,26625,20327,1158,75,54,75,10x32,2x32
io8_l1p8n1_l3p1n1_d1d2,10.0,9.229,1.25,144,126,40582,26896,1159,19,57,19,10x32,2x32
io8_l1p8n1_l3p2n1,10.0,9.415,1.25,32,112,27652,21764,1286,84,54,84,10x32,2x32
io8_l1p8n1_l3p2n1_d1d2,10.0,9.545,1.25,144,126,45881,30890,1287,20,57,20,10x32,2x32
io8_l1p8n1_l3p4n1,10.0,9.718,1.25,32,112,27559,22586,1542,106,54,106,10x32,2x32
io8_l1p8n1_l3p4n1_d1d2,10.0,9.295,1.25,144,126,44071,29593,1543,26,57,26,10x32,2x32
io8_l1p8n1_l3p8n1,10.0,8.905,1.25,32,112,60329,36318,2054,131,54,131,10x32,2x32
io8_l1p8n1_l3p8n1_d1d2,10.0,9.275,1.25,144,640,135768,96439,2055,19,263,19,10x32,2x32
